sample,encode_us,write_syscall_us,roundtrip_us,drain_us,total_us,expected_replies,received_replies,timed_out
147,22,20,279,778,1099,3,3,0
148,23,22,370,529,944,3,3,0
149,23,24,385,528,960,3,3,0
150,22,21,385,529,957,3,3,0
151,19,18,246,633,916,3,3,0
152,22,23,356,688,1089,3,3,0
153,23,24,419,559,1025,3,3,0
154,23,24,350,632,1029,3,3,0
155,24,24,404,550,1002,3,3,0
156,21,23,378,587,1009,3,3,0
157,32,23,362,577,994,3,3,0
158,22,25,379,600,1026,3,3,0
159,33,23,401,433,890,3,3,0
160,32,23,357,632,1044,3,3,0
161,33,23,355,609,1020,3,3,0
162,33,23,324,554,934,3,3,0
163,19,21,308,626,974,3,3,0
164,33,22,369,551,975,3,3,0
165,32,20,331,562,945,3,3,0
166,21,21,362,601,1005,3,3,0
167,22,21,361,616,1020,3,3,0
168,21,20,403,525,969,3,3,0
169,23,22,290,553,888,3,3,0
170,23,22,326,627,998,3,3,0
171,22,20,350,675,1067,3,3,0
172,23,23,325,612,983,3,3,0
173,23,21,355,633,1032,3,3,0
174,21,18,305,580,924,3,3,0
175,23,25,364,588,1000,3,3,0
176,27,18,338,512,895,3,3,0
177,24,23,337,559,943,3,3,0
178,18,17,278,562,875,3,3,0
179,49,21,305,524,899,3,3,0
180,26,22,273,540,861,3,3,0
181,24,23,358,568,973,3,3,0
182,32,17,338,551,938,3,3,0
183,24,21,268,556,869,3,3,0
184,24,22,344,491,881,3,3,0
185,33,20,353,569,975,3,3,0
186,27,21,267,583,898,3,3,0
187,24,23,268,638,953,3,3,0
188,22,20,265,650,957,3,3,0
189,29,21,286,575,911,3,3,0
190,42,18,275,607,942,3,3,0
191,27,19,360,521,927,3,3,0
192,26,23,274,606,929,3,3,0
193,31,18,336,502,887,3,3,0
194,23,18,291,590,922,3,3,0
195,29,18,328,504,879,3,3,0
196,31,18,330,559,938,3,3,0
197,31,18,337,623,1009,3,3,0
198,31,18,332,543,924,3,3,0
199,31,18,335,506,890,3,3,0
200,32,18,249,623,922,3,3,0
201,27,18,332,578,955,3,3,0
202,32,18,329,505,884,3,3,0
203,30,18,327,630,1005,3,3,0
204,29,18,331,561,939,3,3,0
205,33,19,338,497,887,3,3,0
206,27,19,345,563,954,3,3,0
207,24,25,310,610,969,3,3,0
208,29,21,321,539,910,3,3,0
209,23,23,454,531,1031,3,3,0
210,23,23,346,480,872,3,3,0
211,22,21,269,598,910,3,3,0
212,23,22,387,593,1025,3,3,0
213,34,22,349,598,1003,3,3,0
214,23,23,968,27,1041,3,3,0
215,23,24,336,554,937,3,3,0
216,22,23,284,595,924,3,3,0
217,22,22,373,592,1009,3,3,0
218,23,21,366,460,870,3,3,0
219,21,21,275,619,936,3,3,0
220,21,21,370,522,934,3,3,0
221,21,21,265,609,916,3,3,0
222,22,20,350,611,1003,3,3,0
223,23,24,331,606,984,3,3,0
224,23,24,416,476,939,3,3,0
225,22,21,267,578,888,3,3,0
226,22,24,375,558,979,3,3,0
227,18,18,395,498,929,3,3,0
228,24,24,288,541,877,3,3,0
229,33,24,278,584,919,3,3,0
230,19,20,365,647,1051,3,3,0
231,19,21,369,666,1075,3,3,0
232,27,20,349,446,842,3,3,0
233,28,21,282,637,968,3,3,0
234,23,22,361,588,994,3,3,0
235,23,23,291,576,913,3,3,0
236,23,24,316,586,949,3,3,0
237,23,24,351,468,866,3,3,0
238,19,21,343,596,979,3,3,0
239,19,21,256,580,876,3,3,0
240,24,24,345,623,1016,3,3,0
241,19,20,340,500,879,3,3,0
242,19,21,301,523,864,3,3,0
243,23,25,320,492,860,3,3,0
244,19,20,332,564,935,3,3,0
245,20,21,320,559,920,3,3,0
246,24,19,327,544,914,3,3,0
247,54,21,338,613,1026,3,3,0
248,32,24,413,517,986,3,3,0
249,28,20,368,565,981,3,3,0
250,19,20,367,635,1041,3,3,0
251,18,18,315,641,992,3,3,0
252,27,18,375,452,872,3,3,0
253,31,21,261,751,1064,3,3,0
254,18,19,299,510,846,3,3,0
255,25,25,248,552,850,3,3,0
256,23,23,331,558,935,3,3,0
257,22,21,411,534,988,3,3,0
258,23,24,365,548,960,3,3,0
259,23,24,427,387,861,3,3,0
260,23,24,323,577,947,3,3,0
261,22,26,358,559,965,3,3,0
262,23,24,353,538,938,3,3,0
263,31,23,243,627,924,3,3,0
264,23,24,373,522,942,3,3,0
265,22,24,355,562,963,3,3,0
266,23,23,338,576,960,3,3,0
267,23,23,404,431,881,3,3,0
268,23,24,354,469,870,3,3,0
269,23,24,334,586,967,3,3,0
270,22,21,277,589,909,3,3,0
271,22,22,272,623,939,3,3,0
272,23,24,301,635,983,3,3,0
273,23,22,262,612,919,3,3,0
274,22,21,326,490,859,3,3,0
275,22,21,377,530,950,3,3,0
276,28,20,266,715,1029,3,3,0
277,24,24,356,557,961,3,3,0
278,24,22,350,513,909,3,3,0
279,29,18,368,601,1016,3,3,0
280,27,18,287,653,985,3,3,0
281,27,18,303,663,1011,3,3,0
282,26,17,319,575,937,3,3,0
283,19,20,347,493,879,3,3,0
284,22,21,351,572,966,3,3,0
285,23,23,320,558,924,3,3,0
286,21,21,245,591,878,3,3,0
287,22,21,352,551,946,3,3,0
288,19,20,337,522,898,3,3,0
289,26,19,269,624,938,3,3,0
290,18,19,355,546,938,3,3,0
291,22,21,388,506,937,3,3,0
292,27,19,358,604,1008,3,3,0
293,27,17,358,626,1028,3,3,0
294,27,17,340,510,894,3,3,0
295,31,19,270,587,907,3,3,0
296,27,17,336,559,939,3,3,0
297,24,20,335,497,876,3,3,0
298,31,24,249,730,1034,3,3,0
299,27,17,299,611,954,3,3,0
300,30,19,305,619,973,3,3,0
301,31,17,245,570,863,3,3,0
302,27,18,309,606,960,3,3,0
303,27,18,348,603,996,3,3,0
304,32,23,292,512,859,3,3,0
305,32,21,268,527,848,3,3,0
306,23,24,230,604,881,3,3,0
307,23,24,367,443,857,3,3,0
308,33,22,290,641,986,3,3,0
309,23,22,334,566,945,3,3,0
310,22,22,261,614,919,3,3,0
311,22,22,338,611,993,3,3,0
312,22,22,287,517,848,3,3,0
313,23,23,368,444,858,3,3,0
314,23,23,288,512,846,3,3,0
315,23,22,284,545,874,3,3,0
316,23,22,305,553,903,3,3,0
317,22,22,379,523,946,3,3,0
318,23,22,378,543,966,3,3,0
319,22,22,284,529,857,3,3,0
320,23,22,338,562,945,3,3,0
321,23,24,311,582,940,3,3,0
322,24,27,315,593,959,3,3,0
323,20,21,427,513,981,3,3,0
324,24,24,341,565,954,3,3,0
325,18,18,402,446,884,3,3,0
326,22,24,362,522,930,3,3,0
327,23,25,322,518,888,3,3,0
328,26,19,313,610,968,3,3,0
329,22,21,367,490,900,3,3,0
330,18,18,419,486,941,3,3,0
331,34,22,387,583,1026,3,3,0
332,27,21,401,585,1034,3,3,0
333,23,18,414,545,1000,3,3,0
334,18,18,388,450,874,3,3,0
335,19,20,340,564,943,3,3,0
336,27,21,389,530,967,3,3,0
337,28,21,283,680,1012,3,3,0
338,22,24,336,567,949,3,3,0
339,23,23,326,644,1016,3,3,0
340,22,21,334,556,933,3,3,0
341,23,23,365,627,1038,3,3,0
342,22,22,345,595,984,3,3,0
343,23,23,353,515,914,3,3,0
344,19,21,299,639,978,3,3,0
345,19,20,327,908,1274,3,3,0
346,23,24,355,538,940,3,3,0
347,23,24,449,484,980,3,3,0
348,22,24,378,558,982,3,3,0
349,23,24,383,606,1036,3,3,0
350,21,21,270,571,883,3,3,0
351,23,23,313,614,973,3,3,0
352,21,22,364,471,878,3,3,0
353,23,25,287,535,870,3,3,0
354,22,22,340,624,1008,3,3,0
355,22,21,337,554,934,3,3,0
356,23,24,323,501,871,3,3,0
357,22,22,313,581,938,3,3,0
358,23,23,361,558,965,3,3,0
359,22,22,384,432,860,3,3,0
360,23,23,397,425,868,3,3,0
361,22,20,280,590,912,3,3,0
362,22,21,343,576,962,3,3,0
363,23,24,378,563,988,3,3,0
364,19,20,300,641,980,3,3,0
365,27,21,335,475,858,3,3,0
366,19,21,356,561,957,3,3,0
367,19,20,333,495,867,3,3,0
368,18,18,312,642,990,3,3,0
369,19,20,334,559,932,3,3,0
370,23,23,261,612,919,3,3,0
371,23,25,344,481,873,3,3,0
372,31,19,336,550,936,3,3,0
373,32,21,346,629,1028,3,3,0
374,19,19,344,467,849,3,3,0
375,19,20,267,583,889,3,3,0
376,24,20,342,555,941,3,3,0
377,24,24,410,533,991,3,3,0
378,23,24,367,456,870,3,3,0
379,19,20,359,594,992,3,3,0
380,20,21,370,538,949,3,3,0
381,19,23,365,652,1059,3,3,0
382,18,21,306,618,963,3,3,0
383,22,23,348,453,846,3,3,0
384,23,23,330,557,933,3,3,0
385,22,21,324,507,874,3,3,0
386,18,17,338,637,1010,3,3,0
387,29,24,332,588,973,3,3,0
388,19,21,344,497,881,3,3,0
389,21,23,326,643,1013,3,3,0
390,29,24,268,743,1064,3,3,0
391,33,24,364,586,1007,3,3,0
392,19,22,247,599,887,3,3,0
393,22,21,285,632,960,3,3,0
394,22,23,302,555,902,3,3,0
395,28,20,292,653,993,3,3,0
396,27,23,271,729,1050,3,3,0
397,23,24,382,436,865,3,3,0
398,32,21,356,558,967,3,3,0
399,42,22,271,561,896,3,3,0
400,19,20,339,540,918,3,3,0
401,25,24,429,549,1027,3,3,0
402,23,24,322,626,995,3,3,0
403,19,21,392,456,888,3,3,0
404,24,25,349,479,877,3,3,0
405,30,21,363,607,1021,3,3,0
406,24,20,337,558,939,3,3,0
407,27,21,284,643,975,3,3,0
408,29,25,308,551,913,3,3,0
409,23,24,391,480,918,3,3,0
410,19,21,362,538,940,3,3,0
411,23,23,361,509,916,3,3,0
412,23,24,383,517,947,3,3,0
413,19,22,376,543,960,3,3,0
414,23,24,315,602,964,3,3,0
415,22,22,330,561,935,3,3,0
416,19,21,383,568,991,3,3,0
417,19,21,321,558,919,3,3,0
418,19,22,348,610,999,3,3,0
419,19,21,315,495,850,3,3,0
420,19,21,321,552,913,3,3,0
421,18,18,292,531,859,3,3,0
422,61,19,291,538,909,3,3,0
423,22,22,280,571,895,3,3,0
424,23,23,321,636,1003,3,3,0
425,22,22,327,505,876,3,3,0
426,23,24,315,507,869,3,3,0
427,23,24,318,636,1001,3,3,0
428,23,22,253,602,900,3,3,0
429,22,21,273,552,868,3,3,0
430,23,22,246,614,905,3,3,0
431,31,22,376,552,981,3,3,0
432,23,25,322,500,870,3,3,0
433,23,24,324,622,993,3,3,0
434,24,24,327,498,873,3,3,0
435,23,25,260,627,935,3,3,0
436,25,26,338,568,957,3,3,0
437,25,29,372,466,892,3,3,0
438,23,23,321,604,971,3,3,0
439,24,23,314,573,934,3,3,0
440,23,24,319,497,863,3,3,0
441,23,23,343,643,1032,3,3,0
442,34,25,379,610,1048,3,3,0
443,18,19,331,512,880,3,3,0
444,26,24,326,619,995,3,3,0
445,54,22,290,592,958,3,3,0
446,34,25,263,650,972,3,3,0
447,28,22,362,561,973,3,3,0
448,32,23,499,391,945,3,3,0
449,19,21,267,538,845,3,3,0
450,32,22,407,481,942,3,3,0
451,18,18,314,512,862,3,3,0
452,17,18,330,576,941,3,3,0
453,22,20,385,585,1012,3,3,0
454,23,23,380,765,1191,3,3,0
455,19,20,343,527,909,3,3,0
456,23,24,406,499,952,3,3,0
457,19,23,357,549,948,3,3,0
458,19,20,341,623,1003,3,3,0
459,22,20,398,814,1254,3,3,0
460,22,19,351,479,871,3,3,0
461,30,24,277,669,1000,3,3,0
462,19,20,317,609,965,3,3,0
463,20,24,323,606,973,3,3,0
464,22,24,347,547,940,3,3,0
465,19,20,311,630,980,3,3,0
466,19,22,298,492,831,3,3,0
467,19,20,297,526,862,3,3,0
468,29,20,338,501,888,3,3,0
469,29,26,320,766,1141,3,3,0
470,27,23,278,672,1000,3,3,0
471,22,22,396,568,1008,3,3,0
472,23,24,363,460,870,3,3,0
473,24,22,330,488,864,3,3,0
474,23,24,380,669,1096,3,3,0
475,27,24,338,608,997,3,3,0
476,23,24,392,487,926,3,3,0
477,22,22,402,549,995,3,3,0
478,18,21,342,467,848,3,3,0
479,23,22,327,739,1111,3,3,0
480,18,18,333,607,976,3,3,0
481,19,20,377,571,987,3,3,0
482,32,18,341,634,1025,3,3,0
483,22,21,397,478,918,3,3,0
484,23,24,321,765,1133,3,3,0
485,24,22,361,498,905,3,3,0
486,21,21,262,563,867,3,3,0
487,22,20,358,600,1000,3,3,0
488,21,21,360,589,991,3,3,0
489,29,24,349,659,1061,3,3,0
490,19,20,291,674,1004,3,3,0
491,24,24,384,583,1015,3,3,0
492,24,23,301,622,970,3,3,0
493,33,20,325,572,950,3,3,0
494,18,19,375,708,1120,3,3,0
495,26,18,352,607,1003,3,3,0
496,18,18,259,637,932,3,3,0
497,19,20,306,624,969,3,3,0
498,33,20,308,607,968,3,3,0
499,23,20,259,772,1074,3,3,0
500,26,20,335,609,990,3,3,0
501,31,21,368,640,1060,3,3,0
502,18,22,440,490,970,3,3,0
503,19,21,338,588,966,3,3,0
504,22,21,293,889,1225,3,3,0
505,22,21,381,428,852,3,3,0
506,23,24,299,538,884,3,3,0
507,22,22,384,479,907,3,3,0
508,23,24,397,562,1006,3,3,0
509,19,21,343,650,1033,3,3,0
510,19,20,394,537,970,3,3,0
511,20,22,426,514,982,3,3,0
512,29,24,342,587,982,3,3,0
513,19,20,318,504,861,3,3,0
514,19,20,384,654,1077,3,3,0
515,24,24,292,559,899,3,3,0
516,22,23,358,750,1153,3,3,0
517,23,24,428,425,900,3,3,0
518,23,23,363,678,1087,3,3,0
519,24,23,348,627,1022,3,3,0
520,22,23,306,570,921,3,3,0
521,23,23,340,500,886,3,3,0
522,22,24,318,664,1028,3,3,0
523,22,23,374,537,956,3,3,0
524,21,23,384,615,1043,3,3,0
525,22,21,353,584,980,3,3,0
526,21,21,385,507,934,3,3,0
527,22,24,354,544,944,3,3,0
528,23,24,366,653,1066,3,3,0
529,22,21,329,671,1043,3,3,0
530,23,24,425,626,1098,3,3,0
531,23,24,380,683,1110,3,3,0
532,23,24,368,602,1017,3,3,0
533,23,24,338,600,985,3,3,0
534,22,24,385,609,1040,3,3,0
535,19,20,330,530,899,3,3,0
536,28,21,278,562,889,3,3,0
537,19,21,359,520,919,3,3,0
538,31,26,308,624,989,3,3,0
539,22,23,354,676,1075,3,3,0
540,22,22,390,507,941,3,3,0
541,23,25,364,630,1042,3,3,0
542,22,21,285,532,860,3,3,0
543,22,22,287,595,926,3,3,0
544,24,24,319,691,1058,3,3,0
545,22,22,385,575,1004,3,3,0
546,23,22,342,492,879,3,3,0
547,22,22,256,628,928,3,3,0
548,24,24,298,573,919,3,3,0
549,36,26,383,558,1003,3,3,0
550,23,26,268,744,1061,3,3,0
551,23,23,336,633,1015,3,3,0
552,29,21,287,753,1090,3,3,0
553,22,24,385,553,984,3,3,0
554,33,23,290,859,1205,3,3,0
555,31,21,266,675,993,3,3,0
556,22,21,335,551,929,3,3,0
557,27,18,344,564,953,3,3,0
558,21,22,325,555,923,3,3,0
559,32,24,290,680,1026,3,3,0
560,21,21,345,563,950,3,3,0
561,21,21,270,721,1033,3,3,0
562,22,21,363,619,1025,3,3,0
563,23,24,335,578,960,3,3,0
564,19,21,311,676,1027,3,3,0
565,18,18,350,552,938,3,3,0
566,18,19,367,634,1038,3,3,0
567,19,18,294,563,894,3,3,0
568,26,18,378,572,994,3,3,0
569,33,21,350,578,982,3,3,0
570,19,20,329,599,967,3,3,0
571,24,23,274,666,987,3,3,0
572,60,21,301,569,951,3,3,0
573,21,21,346,474,862,3,3,0
574,22,23,343,638,1026,3,3,0
575,23,24,318,602,967,3,3,0
576,22,23,376,573,994,3,3,0
577,23,24,308,613,968,3,3,0
578,19,21,315,634,989,3,3,0
579,33,23,370,691,1117,3,3,0
580,34,23,410,523,990,3,3,0
581,22,24,373,596,1015,3,3,0
582,23,24,325,493,865,3,3,0
583,22,21,352,480,875,3,3,0
584,21,22,236,816,1095,3,3,0
585,21,23,274,535,853,3,3,0
586,22,21,360,569,972,3,3,0
587,24,24,410,469,927,3,3,0
588,27,21,394,527,969,3,3,0
589,26,19,318,649,1012,3,3,0
590,24,24,447,424,919,3,3,0
591,22,24,262,712,1020,3,3,0
592,22,21,421,556,1020,3,3,0
593,23,23,277,628,951,3,3,0
594,24,24,367,646,1061,3,3,0
595,23,25,413,587,1048,3,3,0
596,23,25,352,589,989,3,3,0
597,24,23,322,562,931,3,3,0
598,23,23,322,581,949,3,3,0
599,23,23,302,649,997,3,3,0
600,22,24,334,558,938,3,3,0
601,22,21,240,610,893,3,3,0
602,23,25,413,599,1060,3,3,0
603,32,21,320,612,985,3,3,0
604,23,18,289,670,1000,3,3,0
605,18,18,305,645,986,3,3,0
606,22,22,363,459,866,3,3,0
607,46,22,290,628,986,3,3,0
608,21,21,370,626,1038,3,3,0
609,27,19,345,627,1018,3,3,0
610,32,18,341,479,870,3,3,0
611,25,27,354,608,1014,3,3,0
612,23,23,314,481,841,3,3,0
613,22,24,356,462,864,3,3,0
614,23,22,298,686,1029,3,3,0
615,23,24,371,476,894,3,3,0
616,22,24,375,615,1036,3,3,0
617,22,23,286,515,846,3,3,0
618,23,24,327,586,960,3,3,0
619,23,25,286,607,941,3,3,0
620,33,23,301,664,1021,3,3,0
621,21,21,324,584,950,3,3,0
622,34,22,363,571,990,3,3,0
623,23,24,352,578,977,3,3,0
624,32,22,308,620,982,3,3,0
625,33,23,362,702,1120,3,3,0
626,23,25,396,509,953,3,3,0
627,20,21,319,578,938,3,3,0
628,18,18,322,573,931,3,3,0
629,27,18,336,616,997,3,3,0
630,28,21,342,670,1061,3,3,0
631,23,24,375,577,999,3,3,0
632,23,24,378,566,991,3,3,0
633,22,24,341,592,979,3,3,0
634,21,22,391,542,976,3,3,0
635,23,24,348,566,961,3,3,0
636,22,21,349,587,979,3,3,0
637,22,21,345,663,1051,3,3,0
638,23,23,353,580,979,3,3,0
639,22,21,403,583,1029,3,3,0
640,23,22,348,543,936,3,3,0
641,22,21,277,589,909,3,3,0
642,21,21,231,625,898,3,3,0
643,22,20,353,569,964,3,3,0
644,27,17,319,487,850,3,3,0
645,18,17,338,494,867,3,3,0
646,26,17,348,486,877,3,3,0
647,22,21,244,574,861,3,3,0
648,21,20,277,558,876,3,3,0
649,22,20,249,604,895,3,3,0
650,21,22,371,641,1055,3,3,0
651,22,21,336,603,982,3,3,0
652,23,21,351,598,993,3,3,0
653,22,21,341,482,866,3,3,0
654,22,21,257,632,932,3,3,0
655,22,22,346,570,960,3,3,0
656,22,21,338,569,950,3,3,0
657,21,21,357,566,965,3,3,0
658,24,25,351,637,1037,3,3,0
659,23,21,234,619,897,3,3,0
660,23,21,326,566,936,3,3,0
661,22,22,327,600,971,3,3,0
662,25,28,408,550,1011,3,3,0
663,26,25,402,601,1054,3,3,0
664,34,23,356,495,908,3,3,0
665,20,20,347,561,948,3,3,0
666,32,18,331,486,867,3,3,0
667,22,21,321,509,873,3,3,0
668,26,25,316,644,1011,3,3,0
669,22,22,334,563,941,3,3,0
670,23,23,319,586,951,3,3,0
671,27,21,326,587,961,3,3,0
672,28,21,289,585,923,3,3,0
673,24,17,270,609,920,3,3,0
674,26,18,373,578,995,3,3,0
675,23,23,355,578,979,3,3,0
676,23,23,375,544,965,3,3,0
677,23,22,262,595,902,3,3,0
678,22,21,368,495,906,3,3,0
679,33,21,339,566,959,3,3,0
680,22,21,306,626,975,3,3,0
681,21,21,297,568,907,3,3,0
682,27,22,249,653,951,3,3,0
683,20,17,354,610,1001,3,3,0
684,33,19,349,580,981,3,3,0
685,18,18,366,612,1014,3,3,0
686,22,23,368,587,1000,3,3,0
687,21,21,274,594,910,3,3,0
688,26,17,346,607,996,3,3,0
689,18,17,375,632,1042,3,3,0
690,32,18,361,533,944,3,3,0
691,28,20,349,597,994,3,3,0
692,27,18,328,495,868,3,3,0
693,27,18,364,564,973,3,3,0
694,22,22,383,510,937,3,3,0
695,18,17,295,531,861,3,3,0
696,32,17,239,601,889,3,3,0
697,19,20,330,575,944,3,3,0
698,24,21,326,581,952,3,3,0
699,19,19,340,548,926,3,3,0
700,22,21,356,584,983,3,3,0
701,26,21,296,627,970,3,3,0
702,22,20,331,590,963,3,3,0
703,22,21,348,487,878,3,3,0
704,23,21,329,550,923,3,3,0
705,30,21,362,525,938,3,3,0
706,20,23,277,550,870,3,3,0
707,21,21,344,551,937,3,3,0
708,21,20,348,567,956,3,3,0
709,23,23,315,550,911,3,3,0
710,27,18,327,585,957,3,3,0
711,19,18,254,557,848,3,3,0
712,26,22,250,574,872,3,3,0
713,18,17,315,560,910,3,3,0
714,23,22,271,621,937,3,3,0
715,17,18,383,532,950,3,3,0
716,22,21,325,484,852,3,3,0
717,22,21,296,622,961,3,3,0
718,23,23,368,472,886,3,3,0
719,24,26,353,622,1025,3,3,0
720,24,22,355,485,886,3,3,0
721,22,21,363,600,1006,3,3,0
722,22,20,310,638,990,3,3,0
723,22,20,315,612,969,3,3,0
724,22,21,379,556,978,3,3,0
725,21,20,273,623,937,3,3,0
726,21,20,290,552,883,3,3,0
727,22,21,291,598,932,3,3,0
728,22,20,369,590,1001,3,3,0
729,23,23,385,562,993,3,3,0
730,18,17,346,526,907,3,3,0
731,28,18,335,584,965,3,3,0
732,22,22,366,564,974,3,3,0
733,21,22,322,639,1004,3,3,0
734,25,21,338,491,875,3,3,0
735,22,21,268,628,939,3,3,0
736,19,17,394,474,904,3,3,0
737,27,17,356,538,938,3,3,0
738,23,24,308,631,986,3,3,0
739,27,17,382,449,875,3,3,0
740,23,20,274,565,882,3,3,0
741,28,21,276,614,939,3,3,0
742,23,21,375,447,866,3,3,0
743,30,22,233,623,908,3,3,0
744,23,21,281,599,924,3,3,0
745,32,18,243,566,859,3,3,0
746,27,20,322,582,951,3,3,0
747,17,17,338,485,857,3,3,0
748,27,17,358,523,925,3,3,0
749,30,17,258,559,864,3,3,0
750,17,17,340,532,906,3,3,0
751,26,17,349,576,968,3,3,0
752,27,17,380,542,966,3,3,0
753,18,20,283,582,903,3,3,0
754,18,17,340,560,935,3,3,0
755,25,21,240,636,922,3,3,0
756,27,17,332,512,888,3,3,0
757,26,18,380,513,937,3,3,0
758,23,21,394,534,972,3,3,0
759,20,20,297,577,914,3,3,0
760,30,18,305,518,871,3,3,0
