sample,encode_us,write_syscall_us,roundtrip_us,drain_us,total_us,expected_replies,received_replies,timed_out
0,20,23,239,568,850,3,3,0
1,24,17,273,537,851,3,3,0
2,17,19,360,683,1079,3,2,1
3,23,22,301,544,890,3,3,0
4,20,24,306,522,872,3,3,0
5,25,20,275,555,875,3,3,0
6,29,21,361,563,974,3,3,0
7,13,15,238,672,938,3,3,0
8,13,14,233,704,964,3,3,0
9,21,18,253,535,827,3,3,0
10,20,14,272,558,864,3,3,0
11,19,14,300,608,941,3,3,0
12,13,14,328,597,952,3,3,0
13,14,16,242,680,952,3,3,0
14,28,18,307,523,876,3,3,0
15,22,21,287,576,906,3,3,0
16,13,14,260,735,1022,3,3,0
17,13,14,326,538,891,3,3,0
18,13,14,307,597,931,3,3,0
19,13,13,324,552,902,3,3,0
20,13,13,287,558,871,3,3,0
21,13,14,316,597,940,3,3,0
22,16,16,387,524,943,3,3,0
23,18,18,340,584,960,3,3,0
24,17,19,323,476,835,3,3,0
25,17,16,253,653,939,3,3,0
26,16,16,313,553,898,3,3,0
27,16,16,293,618,943,3,3,0
28,16,15,250,658,939,3,3,0
29,17,16,292,600,925,3,3,0
30,16,16,315,603,950,3,3,0
31,16,16,284,611,927,3,3,0
32,18,19,292,519,848,3,3,0
33,24,18,283,505,830,3,3,0
34,16,17,307,590,930,3,3,0
35,16,17,323,482,838,3,3,0
36,17,18,301,582,918,3,3,0
37,16,16,256,612,900,3,3,0
38,17,17,295,486,815,3,3,0
39,16,16,295,599,926,3,3,0
40,16,15,265,676,972,3,3,0
41,16,16,376,527,935,3,3,0
42,27,22,306,505,860,3,3,0
43,24,17,261,697,999,3,3,0
44,24,17,315,498,854,3,3,0
45,24,15,353,565,957,3,3,0
46,23,16,293,554,886,3,3,0
47,23,16,265,650,954,3,3,0
48,24,16,303,542,885,3,3,0
49,23,16,303,546,888,3,3,0
50,23,16,290,495,824,3,3,0
51,24,16,287,585,912,3,3,0
52,24,16,298,557,895,3,3,0
53,24,16,268,586,894,3,3,0
54,23,16,281,606,926,3,3,0
55,23,16,264,630,933,3,3,0
56,24,17,296,598,935,3,3,0
57,25,17,289,575,906,3,3,0
58,14,15,353,510,892,3,3,0
59,16,18,298,613,945,3,3,0
60,21,17,272,525,835,3,3,0
61,15,15,256,689,975,3,3,0
62,13,14,313,555,895,3,3,0
63,13,14,392,493,912,3,3,0
64,14,16,268,586,884,3,3,0
65,13,14,340,536,903,3,3,0
66,23,18,344,616,1001,3,3,0
67,21,19,310,520,870,3,3,0
68,13,14,332,586,945,3,3,0
69,13,14,266,677,970,3,3,0
70,13,14,281,653,961,3,3,0
71,20,15,284,588,907,3,3,0
72,13,14,304,550,881,3,3,0
73,23,17,286,532,858,3,3,0
74,22,17,287,543,869,3,3,0
75,20,16,302,578,916,3,3,0
76,13,14,334,532,893,3,3,0
77,14,16,327,530,887,3,3,0
78,13,15,345,551,924,3,3,0
79,14,15,305,575,909,3,3,0
80,13,16,270,635,934,3,3,0
81,22,19,291,555,887,3,3,0
82,14,16,290,604,924,3,3,0
83,13,16,274,632,935,3,3,0
84,19,14,310,577,920,3,3,0
85,14,16,296,598,924,3,3,0
86,14,16,275,628,933,3,3,0
87,14,15,268,700,997,3,3,0
88,13,15,315,506,849,3,3,0
89,13,13,330,543,899,3,3,0
90,14,16,320,558,908,3,3,0
91,13,14,337,535,899,3,3,0
92,14,15,285,584,898,3,3,0
93,14,16,319,560,909,3,3,0
94,19,15,300,550,884,3,3,0
95,19,15,298,529,861,3,3,0
96,19,14,277,589,899,3,3,0
97,19,14,293,523,849,3,3,0
98,13,15,245,650,923,3,3,0
99,19,16,286,578,899,3,3,0
100,14,15,300,536,865,3,3,0
101,14,15,294,580,903,3,3,0
102,14,15,293,592,914,3,3,0
103,14,15,294,617,940,3,3,0
104,19,14,338,558,929,3,3,0
105,19,14,272,620,925,3,3,0
106,19,14,294,561,888,3,3,0
107,13,13,311,561,898,3,3,0
108,13,13,325,599,950,3,3,0
109,13,13,289,610,925,3,3,0
110,14,15,296,595,920,3,3,0
111,13,14,295,549,871,3,3,0
112,20,19,269,515,823,3,3,0
113,13,14,318,557,902,3,3,0
114,14,15,280,555,864,3,3,0
115,13,14,322,554,903,3,3,0
116,13,14,382,588,997,3,3,0
117,14,15,267,639,935,3,3,0
118,19,15,308,480,822,3,3,0
119,14,15,279,637,945,3,3,0
120,14,15,285,665,979,3,3,0
121,13,14,316,528,871,3,3,0
122,19,14,266,643,942,3,3,0
123,13,13,323,596,945,3,3,0
124,13,14,234,697,958,3,3,0
125,19,15,291,535,860,3,3,0
126,14,15,309,595,933,3,3,0
127,14,15,256,617,902,3,3,0
128,13,14,314,485,826,3,3,0
129,13,14,293,581,901,3,3,0
130,13,14,234,727,988,3,3,0
131,19,14,258,577,868,3,3,0
132,13,14,232,737,996,3,3,0
133,14,15,251,619,899,3,3,0
134,13,14,291,573,891,3,3,0
135,14,15,303,605,937,3,3,0
136,13,14,315,557,899,3,3,0
137,13,13,217,676,919,3,3,0
138,13,14,351,559,937,3,3,0
139,14,15,280,549,858,3,3,0
140,14,16,290,617,937,3,3,0
141,13,14,284,589,900,3,3,0
142,20,18,263,587,888,3,3,0
143,14,14,273,624,925,3,3,0
144,19,14,309,594,936,3,3,0
145,13,14,346,523,896,3,3,0
146,20,16,292,600,928,3,3,0
147,13,14,314,596,937,3,3,0
148,13,13,339,571,936,3,3,0
149,13,15,247,553,828,3,3,0
150,14,16,245,688,963,3,3,0
151,13,14,297,596,920,3,3,0
152,12,14,324,537,887,3,3,0
153,13,14,315,601,943,3,3,0
154,13,14,232,744,1003,3,3,0
155,14,16,288,589,907,3,3,0
156,20,14,303,604,941,3,3,0
157,13,14,307,638,972,3,3,0
158,14,15,307,524,860,3,3,0
159,18,19,319,546,902,3,3,0
160,17,18,301,574,910,3,3,0
161,17,18,288,604,927,3,3,0
162,17,18,265,602,902,3,3,0
163,17,17,306,584,924,3,3,0
164,17,17,348,537,919,3,3,0
165,17,17,335,514,883,3,3,0
166,17,17,291,558,883,3,3,0
167,18,17,326,537,898,3,3,0
168,22,23,329,497,871,3,3,0
169,19,22,295,567,903,3,3,0
170,17,19,292,625,953,3,3,0
171,18,19,289,563,889,3,3,0
172,16,17,297,595,925,3,3,0
173,21,20,314,522,877,3,3,0
174,19,15,254,609,897,3,3,0
175,19,15,284,578,896,3,3,0
176,19,15,267,623,924,3,3,0
177,19,14,305,591,929,3,3,0
178,13,13,301,552,879,3,3,0
179,13,14,321,562,910,3,3,0
180,21,15,294,498,828,3,3,0
181,14,15,253,707,989,3,3,0
182,13,14,359,520,906,3,3,0
183,13,14,358,568,953,3,3,0
184,13,14,359,567,953,3,3,0
185,12,13,342,580,947,3,3,0
186,19,14,295,641,969,3,3,0
187,19,14,300,571,904,3,3,0
188,13,14,337,535,899,3,3,0
189,12,14,293,587,906,3,3,0
190,14,15,294,586,909,3,3,0
191,19,14,267,595,895,3,3,0
192,13,14,315,556,898,3,3,0
193,13,14,317,548,892,3,3,0
194,13,13,267,584,877,3,3,0
195,13,13,327,558,911,3,3,0
196,13,13,322,558,906,3,3,0
197,12,14,289,558,873,3,3,0
198,13,14,330,574,931,3,3,0
199,14,15,303,509,841,3,3,0
200,13,14,267,623,917,3,3,0
201,13,14,302,559,888,3,3,0
202,19,13,302,619,953,3,3,0
203,19,13,275,673,980,3,3,0
204,19,16,330,537,902,3,3,0
205,20,15,267,621,923,3,3,0
206,13,14,340,538,905,3,3,0
207,14,16,306,547,883,3,3,0
208,20,17,290,565,892,3,3,0
209,13,14,257,670,954,3,3,0
210,14,15,308,583,920,3,3,0
211,14,16,250,677,957,3,3,0
212,14,15,290,582,901,3,3,0
213,13,14,306,535,868,3,3,0
214,14,16,252,669,951,3,3,0
215,14,15,289,640,958,3,3,0
216,13,14,306,556,889,3,3,0
217,13,15,291,601,920,3,3,0
218,20,16,286,533,855,3,3,0
219,19,14,295,592,920,3,3,0
220,19,14,306,555,894,3,3,0
221,13,14,278,587,892,3,3,0
222,20,15,285,595,915,3,3,0
223,19,14,296,603,932,3,3,0
224,13,13,323,617,966,3,3,0
225,13,15,281,569,878,3,3,0
226,13,14,310,558,895,3,3,0
227,13,14,339,592,958,3,3,0
228,13,13,286,602,914,3,3,0
229,14,15,257,601,887,3,3,0
230,14,16,248,734,1012,3,3,0
231,14,16,260,594,884,3,3,0
232,14,16,292,588,910,3,3,0
233,14,16,244,656,930,3,3,0
234,13,14,260,586,873,3,3,0
235,13,13,327,612,965,3,3,0
236,13,13,390,492,908,3,3,0
237,19,14,290,550,873,3,3,0
238,13,14,255,609,891,3,3,0
239,13,14,326,558,911,3,3,0
240,22,19,298,529,868,3,3,0
241,14,15,331,565,925,3,3,0
242,20,15,302,608,945,3,3,0
243,13,14,335,580,942,3,3,0
244,14,15,327,563,919,3,3,0
245,14,15,325,565,919,3,3,0
246,13,14,298,637,962,3,3,0
247,14,15,288,583,900,3,3,0
248,14,15,269,612,910,3,3,0
249,13,14,300,628,955,3,3,0
250,14,15,322,543,894,3,3,0
251,13,14,314,614,955,3,3,0
252,14,16,329,563,922,3,3,0
253,13,14,275,559,861,3,3,0
254,14,15,255,674,958,3,3,0
255,19,14,295,609,937,3,3,0
256,19,14,276,625,934,3,3,0
257,19,14,268,601,902,3,3,0
258,19,14,296,590,919,3,3,0
259,19,14,296,529,858,3,3,0
260,14,15,242,643,914,3,3,0
261,13,14,299,541,867,3,3,0
262,13,14,311,482,820,3,3,0
263,13,16,288,641,958,3,3,0
264,18,18,296,599,931,3,3,0
265,18,18,341,566,943,3,3,0
266,16,16,348,546,926,3,3,0
267,16,16,247,661,940,3,3,0
268,17,18,326,465,826,3,3,0
269,18,19,265,589,891,3,3,0
270,17,17,260,606,900,3,3,0
271,17,17,264,562,860,3,3,0
272,17,18,295,602,932,3,3,0
273,17,17,299,583,916,3,3,0
274,17,17,307,638,979,3,3,0
275,16,17,301,602,936,3,3,0
276,17,17,305,560,899,3,3,0
277,17,16,295,617,945,3,3,0
278,17,17,306,551,891,3,3,0
279,18,21,255,593,887,3,3,0
280,18,27,308,544,897,3,3,0
281,20,19,299,518,856,3,3,0
282,17,17,281,551,866,3,3,0
283,16,15,298,583,912,3,3,0
284,18,18,262,543,841,3,3,0
285,16,16,241,697,970,3,3,0
286,16,17,236,561,830,3,3,0
287,16,16,291,598,921,3,3,0
288,18,20,246,588,872,3,3,0
289,25,19,281,546,871,3,3,0
290,17,18,339,504,878,3,3,0
291,19,14,291,627,951,3,3,0
292,13,14,323,556,906,3,3,0
293,13,14,361,503,891,3,3,0
294,13,13,384,457,867,3,3,0
295,14,15,334,586,949,3,3,0
296,13,14,354,510,891,3,3,0
297,13,14,282,616,925,3,3,0
298,13,14,301,537,865,3,3,0
299,13,14,229,743,999,3,3,0
300,13,14,278,599,904,3,3,0
301,17,19,264,606,906,3,3,0
302,25,19,361,510,915,3,3,0
303,25,26,304,574,929,3,3,0
304,20,17,323,529,889,3,3,0
305,14,15,279,667,975,3,3,0
306,17,19,287,591,914,3,3,0
307,17,18,242,598,875,3,3,0
308,17,18,241,681,957,3,3,0
309,19,19,311,587,936,3,3,0
310,16,19,290,568,893,3,3,0
311,17,20,304,488,829,3,3,0
312,17,20,279,569,885,3,3,0
313,17,19,335,519,890,3,3,0
314,17,18,273,596,904,3,3,0
315,18,19,297,590,924,3,3,0
316,17,18,262,567,864,3,3,0
317,16,17,282,627,942,3,3,0
318,17,19,296,603,935,3,3,0
319,17,18,288,514,837,3,3,0
320,25,18,337,563,943,3,3,0
321,19,20,333,494,866,3,3,0
322,18,19,328,534,899,3,3,0
323,13,14,263,609,899,3,3,0
324,13,14,340,533,900,3,3,0
325,13,16,258,573,860,3,3,0
326,13,14,294,552,873,3,3,0
327,14,17,260,596,887,3,3,0
328,14,16,272,558,860,3,3,0
329,14,15,297,603,929,3,3,0
330,14,16,290,593,913,3,3,0
331,14,16,287,610,927,3,3,0
332,14,16,296,575,901,3,3,0
333,14,16,292,588,910,3,3,0
334,14,16,286,591,907,3,3,0
335,14,16,300,611,941,3,3,0
336,13,14,243,648,918,3,3,0
337,19,16,256,615,906,3,3,0
338,13,14,354,578,959,3,3,0
339,14,16,256,737,1023,3,3,0
340,13,14,282,511,820,3,3,0
341,16,16,297,528,857,3,3,0
342,16,16,266,760,1058,3,2,1
343,16,19,300,542,877,3,3,0
344,17,18,252,687,974,3,3,0
345,16,16,242,734,1008,3,3,0
346,18,19,289,613,939,3,3,0
347,18,19,312,502,851,3,3,0
348,16,17,366,545,944,3,3,0
349,16,16,311,493,836,3,3,0
350,17,18,357,537,929,3,3,0
351,16,16,296,533,861,3,3,0
352,17,18,348,553,936,3,3,0
353,17,19,279,541,856,3,3,0
354,16,16,239,566,837,3,3,0
355,18,21,303,489,831,3,3,0
356,18,20,305,523,866,3,3,0
357,17,17,235,790,1059,3,2,1
358,23,20,298,508,849,3,3,0
359,17,18,293,528,856,3,3,0
360,16,16,393,505,930,3,3,0
361,16,18,299,619,952,3,3,0
362,18,19,290,536,863,3,3,0
363,17,18,281,624,940,3,3,0
364,16,16,238,701,971,3,3,0
365,16,16,240,729,1001,3,3,0
366,16,17,296,522,851,3,3,0
367,17,18,328,560,923,3,3,0
368,16,17,320,553,906,3,3,0
369,17,18,278,551,864,3,3,0
370,17,18,314,512,861,3,3,0
371,16,16,304,521,857,3,3,0
372,17,16,238,791,1062,3,2,1
373,19,21,310,691,1041,3,3,0
374,18,19,287,596,920,3,3,0
375,25,17,295,570,907,3,3,0
376,26,20,318,569,933,3,3,0
377,26,19,291,552,888,3,3,0
378,17,24,288,584,913,3,3,0
379,29,21,295,543,888,3,3,0
380,19,20,302,535,876,3,3,0
381,17,17,257,626,917,3,3,0
382,17,17,266,650,950,3,3,0
383,19,25,240,628,912,3,3,0
384,18,17,293,556,884,3,3,0
385,17,18,355,512,902,3,3,0
386,24,17,306,552,899,3,3,0
387,24,17,238,750,1029,3,3,0
388,23,17,260,628,928,3,3,0
389,23,17,282,611,933,3,3,0
390,26,20,307,471,824,3,3,0
391,24,20,284,584,912,3,3,0
392,26,21,288,546,881,3,3,0
393,25,18,316,528,887,3,3,0
394,33,18,366,602,1019,3,3,0
395,24,25,306,531,886,3,3,0
396,16,17,315,558,906,3,3,0
397,23,16,265,598,902,3,3,0
398,23,16,241,701,981,3,3,0
399,23,16,352,574,965,3,3,0
400,21,17,237,601,876,3,3,0
401,24,17,286,608,935,3,3,0
402,23,16,257,730,1026,3,3,0
403,23,16,271,653,963,3,3,0
404,23,16,275,533,847,3,3,0
405,25,17,297,603,942,3,3,0
406,25,18,299,602,944,3,3,0
407,23,16,259,753,1051,3,3,0
408,24,25,226,598,873,3,3,0
409,23,16,350,513,902,3,3,0
410,23,16,327,542,908,3,3,0
411,23,16,268,642,949,3,3,0
412,23,16,266,676,981,3,3,0
413,23,16,270,670,979,3,3,0
414,23,16,235,718,992,3,3,0
415,23,16,277,556,872,3,3,0
416,24,18,281,542,865,3,3,0
417,25,19,333,566,943,3,3,0
418,23,16,321,544,904,3,3,0
419,23,16,294,653,986,3,3,0
420,23,15,274,602,914,3,3,0
421,23,16,236,737,1012,3,3,0
422,23,16,309,605,953,3,3,0
423,23,16,312,548,899,3,3,0
424,24,18,327,474,843,3,3,0
425,17,17,335,545,914,3,3,0
426,23,16,317,581,937,3,3,0
427,23,16,239,731,1009,3,3,0
428,23,16,266,657,962,3,3,0
429,23,15,368,467,873,3,3,0
430,24,18,359,525,926,3,3,0
431,32,19,393,468,912,3,3,0
432,25,17,378,563,983,3,3,0
433,23,16,290,657,986,3,3,0
434,24,16,342,534,916,3,3,0
435,24,16,271,563,874,3,3,0
436,24,17,300,638,979,3,3,0
437,24,23,280,581,908,3,3,0
438,23,16,282,594,915,3,3,0
439,23,16,299,543,881,3,3,0
440,23,16,302,513,854,3,3,0
441,25,17,334,491,867,3,3,0
442,24,17,282,648,971,3,3,0
443,23,15,302,634,974,3,3,0
444,23,15,342,494,874,3,3,0
445,23,15,243,709,990,3,3,0
446,23,15,316,568,922,3,3,0
447,24,17,303,555,899,3,3,0
448,24,26,262,592,904,3,3,0
449,23,16,299,569,907,3,3,0
450,24,17,293,568,902,3,3,0
451,23,16,303,538,880,3,3,0
452,23,16,261,719,1019,3,3,0
453,23,19,315,491,848,3,3,0
454,24,17,288,548,877,3,3,0
455,25,25,291,556,897,3,3,0
456,23,16,271,571,881,3,3,0
457,24,17,286,616,943,3,3,0
458,23,16,258,711,1008,3,3,0
459,23,16,311,581,931,3,3,0
460,23,16,310,524,873,3,3,0
461,23,15,273,699,1010,3,3,0
462,23,16,333,545,917,3,3,0
463,23,16,336,571,946,3,3,0
464,23,16,301,521,861,3,3,0
465,23,16,280,580,899,3,3,0
466,23,16,257,551,847,3,3,0
467,23,15,284,607,929,3,3,0
468,24,16,303,619,962,3,3,0
469,23,16,276,559,874,3,3,0
470,24,17,284,598,923,3,3,0
471,24,19,313,518,874,3,3,0
472,23,16,343,683,1065,3,1,1
473,26,19,364,545,954,3,3,0
474,23,17,290,591,921,3,3,0
475,23,16,241,689,969,3,3,0
476,24,18,298,547,887,3,3,0
477,37,21,284,552,894,3,3,0
478,24,17,281,739,1061,3,2,1
479,24,20,368,537,949,3,3,0
480,24,17,313,590,944,3,3,0
481,23,16,294,626,959,3,3,0
482,24,24,295,511,854,3,3,0
483,26,26,298,507,857,3,3,0
484,24,17,289,511,841,3,3,0
485,23,16,363,487,889,3,3,0
486,21,22,359,582,984,3,3,0
487,13,14,243,704,974,3,3,0
488,20,15,287,546,868,3,3,0
489,20,15,291,558,884,3,3,0
490,13,14,333,522,882,3,3,0
491,18,18,241,718,995,3,3,0
492,25,26,324,549,924,3,3,0
493,24,17,314,563,918,3,3,0
494,17,17,326,602,962,3,3,0
495,16,16,310,582,924,3,3,0
496,17,18,299,610,944,3,3,0
497,16,16,281,642,955,3,3,0
498,17,17,311,571,916,3,3,0
499,17,24,303,530,874,3,3,0
500,22,21,384,503,930,3,3,0
501,20,22,350,585,977,3,3,0
502,13,14,238,662,927,3,3,0
503,13,14,349,567,943,3,3,0
504,23,25,291,527,866,3,3,0
505,22,14,277,601,914,3,3,0
506,19,15,279,598,911,3,3,0
507,13,13,322,578,926,3,3,0
508,13,13,286,747,1059,3,2,1
509,19,22,364,535,940,3,3,0
510,17,18,320,586,941,3,3,0
511,22,17,248,549,836,3,3,0
512,17,19,301,655,992,3,3,0
513,17,19,237,629,902,3,3,0
514,17,16,251,730,1014,3,3,0
515,16,16,258,762,1052,3,3,0
516,17,19,276,647,959,3,3,0
517,16,18,240,592,866,3,3,0
518,18,28,295,558,899,3,3,0
519,18,19,259,604,900,3,3,0
520,16,18,342,488,864,3,3,0
521,16,16,240,691,963,3,3,0
522,16,16,345,472,849,3,3,0
523,17,19,293,734,1063,3,2,1
524,17,18,318,537,890,3,3,0
525,18,19,286,640,963,3,3,0
526,17,20,250,560,847,3,3,0
527,18,19,291,649,977,3,3,0
528,28,22,368,623,1041,3,3,0
529,18,24,307,541,890,3,3,0
530,25,19,317,534,895,3,3,0
531,24,16,282,594,916,3,3,0
532,23,16,347,546,932,3,3,0
533,23,16,312,578,929,3,3,0
534,23,15,276,552,866,3,3,0
535,26,19,320,477,842,3,3,0
536,21,19,317,492,849,3,3,0
537,20,16,292,563,891,3,3,0
538,19,15,314,655,1003,3,3,0
539,14,16,262,613,905,3,3,0
540,13,14,336,600,963,3,3,0
541,13,16,300,561,890,3,3,0
542,14,16,251,677,958,3,3,0
543,14,16,281,572,883,3,3,0
544,14,15,262,650,941,3,3,0
545,13,16,280,613,922,3,3,0
546,14,15,300,610,939,3,3,0
547,14,15,294,622,945,3,3,0
548,24,19,296,609,948,3,3,0
549,13,14,308,603,938,3,3,0
550,13,14,258,547,832,3,3,0
551,20,15,263,598,896,3,3,0
552,13,14,289,597,913,3,3,0
553,20,14,290,678,1002,3,3,0
554,14,15,291,587,907,3,3,0
555,14,14,315,607,950,3,3,0
556,18,27,307,496,848,3,3,0
557,17,29,376,488,910,3,3,0
558,18,27,305,625,975,3,3,0
559,17,17,306,638,978,3,3,0
560,16,16,292,585,909,3,3,0
561,16,16,297,581,910,3,3,0
562,17,19,298,594,928,3,3,0
563,16,17,305,601,939,3,3,0
564,17,18,242,681,958,3,3,0
565,17,16,254,693,980,3,3,0
566,16,17,278,554,865,3,3,0
567,25,20,259,528,832,3,3,0
568,17,18,317,570,922,3,3,0
569,18,19,304,538,879,3,3,0
570,16,16,275,666,973,3,3,0
571,16,16,259,682,973,3,3,0
572,17,18,308,543,886,3,3,0
573,17,18,347,597,979,3,3,0
574,13,14,296,579,902,3,3,0
575,13,14,305,542,874,3,3,0
576,13,14,301,596,924,3,3,0
577,13,14,274,596,897,3,3,0
578,13,14,276,616,919,3,3,0
579,19,14,270,585,888,3,3,0
580,19,13,297,630,959,3,3,0
581,13,13,274,592,892,3,3,0
582,19,14,299,605,937,3,3,0
583,19,13,309,609,950,3,3,0
584,12,13,272,539,836,3,3,0
585,14,15,297,608,934,3,3,0
586,14,15,267,709,1005,3,3,0
587,19,14,308,641,982,3,3,0
588,13,14,271,663,961,3,3,0
589,13,14,311,644,982,3,3,0
590,14,15,272,621,922,3,3,0
591,13,14,291,579,897,3,3,0
592,22,23,285,564,894,3,3,0
593,14,16,323,551,904,3,3,0
594,14,16,269,627,926,3,3,0
595,14,15,326,526,881,3,3,0
596,14,16,276,607,913,3,3,0
597,20,15,321,549,905,3,3,0
598,14,16,297,573,900,3,3,0
599,24,19,393,526,962,3,3,0
600,24,17,289,603,933,3,3,0
601,24,17,272,563,876,3,3,0
602,24,16,295,607,942,3,3,0
603,24,16,264,614,918,3,3,0
604,24,23,303,504,854,3,3,0
605,34,18,284,553,889,3,3,0
606,17,17,245,583,862,3,3,0
607,16,17,292,539,864,3,3,0
608,17,17,298,554,886,3,3,0
609,19,22,310,509,860,3,3,0
610,13,15,249,694,971,3,3,0
611,22,19,285,551,877,3,3,0
612,13,14,271,576,874,3,3,0
613,13,13,235,723,984,3,3,0
614,25,17,323,587,952,3,3,0
615,21,17,285,583,906,3,3,0
616,19,15,256,607,897,3,3,0
617,19,15,280,612,926,3,3,0
618,19,14,268,595,896,3,3,0
619,19,14,306,592,931,3,3,0
620,19,14,279,576,888,3,3,0
621,14,15,321,504,854,3,3,0
622,13,14,279,552,858,3,3,0
623,13,15,343,503,874,3,3,0
624,13,14,263,630,920,3,3,0
625,13,14,334,552,913,3,3,0
626,13,13,268,539,833,3,3,0
627,14,16,250,653,933,3,3,0
628,14,15,247,695,971,3,3,0
629,13,14,312,569,908,3,3,0
630,13,14,343,539,909,3,3,0
631,13,14,302,599,928,3,3,0
632,13,13,287,567,880,3,3,0
633,19,14,316,561,910,3,3,0
634,19,14,316,557,906,3,3,0
635,13,14,325,575,927,3,3,0
636,13,13,333,552,911,3,3,0
637,13,13,335,606,967,3,3,0
638,13,13,336,631,993,3,3,0
639,13,13,235,677,938,3,3,0
640,13,13,304,566,896,3,3,0
641,21,16,296,479,812,3,3,0
642,14,15,241,676,946,3,3,0
643,13,14,330,491,848,3,3,0
644,14,15,297,597,923,3,3,0
645,23,17,311,474,825,3,3,0
646,14,15,327,508,864,3,3,0
647,14,16,272,672,974,3,3,0
648,13,14,309,607,943,3,3,0
649,13,14,359,529,915,3,3,0
650,14,16,298,587,915,3,3,0
651,13,14,309,568,904,3,3,0
652,13,13,266,586,878,3,3,0
653,13,13,356,602,984,3,3,0
654,13,14,328,517,872,3,3,0
655,19,13,287,644,963,3,3,0
656,13,14,322,548,897,3,3,0
657,14,16,315,531,876,3,3,0
658,13,14,306,618,951,3,3,0
659,13,14,284,572,883,3,3,0
660,13,22,282,614,931,3,3,0
661,14,15,326,578,933,3,3,0
662,14,16,283,565,878,3,3,0
663,14,16,298,608,936,3,3,0
664,13,14,305,565,897,3,3,0
665,20,15,302,606,943,3,3,0
666,14,16,336,556,922,3,3,0
667,14,16,281,633,944,3,3,0
668,13,15,333,593,954,3,3,0
669,14,15,309,589,927,3,3,0
670,13,14,302,545,874,3,3,0
671,13,14,278,586,891,3,3,0
672,19,16,264,559,858,3,3,0
673,14,16,256,686,972,3,3,0
674,14,15,295,565,889,3,3,0
675,13,15,301,634,963,3,3,0
676,14,15,293,616,938,3,3,0
677,13,14,314,666,1007,3,3,0
678,13,14,268,526,821,3,3,0
679,13,14,279,609,915,3,3,0
680,14,16,330,542,902,3,3,0
681,14,15,256,550,835,3,3,0
682,20,14,302,585,921,3,3,0
683,13,13,328,626,980,3,3,0
684,13,14,306,546,879,3,3,0
685,13,13,317,619,962,3,3,0
686,19,14,280,603,916,3,3,0
687,14,15,285,612,926,3,3,0
688,14,16,251,700,981,3,3,0
689,20,19,277,500,816,3,3,0
690,14,16,249,658,937,3,3,0
691,14,16,278,661,969,3,3,0
692,14,15,276,641,946,3,3,0
693,14,15,282,582,893,3,3,0
694,13,14,316,540,883,3,3,0
695,19,14,275,608,916,3,3,0
696,13,14,328,607,962,3,3,0
697,12,13,277,580,882,3,3,0
698,13,13,345,598,969,3,3,0
699,14,15,298,577,904,3,3,0
700,13,14,333,614,974,3,3,0
701,13,15,322,520,870,3,3,0
702,14,16,315,581,926,3,3,0
703,14,15,332,570,931,3,3,0
704,20,19,342,471,852,3,3,0
705,14,15,237,702,968,3,3,0
706,19,16,265,534,834,3,3,0
707,14,16,251,639,920,3,3,0
708,14,16,293,595,918,3,3,0
709,13,14,308,593,928,3,3,0
710,17,20,299,490,826,3,3,0
711,17,17,233,699,966,3,3,0
712,16,17,286,603,922,3,3,0
713,17,17,263,678,975,3,3,0
714,16,17,294,586,913,3,3,0
715,17,19,305,592,933,3,3,0
716,17,17,289,592,915,3,3,0
717,17,16,283,586,902,3,3,0
718,16,18,245,696,975,3,3,0
719,18,21,301,606,946,3,3,0
720,17,18,285,588,908,3,3,0
721,18,19,256,613,906,3,3,0
722,16,16,250,553,835,3,3,0
723,16,16,257,685,974,3,3,0
724,16,15,291,577,899,3,3,0
725,18,19,275,613,925,3,3,0
726,20,14,289,578,901,3,3,0
727,20,14,285,630,949,3,3,0
728,19,16,295,553,883,3,3,0
729,14,16,269,634,933,3,3,0
730,14,16,308,549,887,3,3,0
731,13,14,307,592,926,3,3,0
732,14,15,309,582,920,3,3,0
733,14,16,261,726,1017,3,3,0
734,14,15,280,618,927,3,3,0
735,19,14,286,590,909,3,3,0
736,20,16,293,543,872,3,3,0
737,13,13,345,498,869,3,3,0
738,14,16,312,570,912,3,3,0
739,20,15,303,614,952,3,3,0
740,13,14,306,542,875,3,3,0
741,13,14,327,584,938,3,3,0
742,13,14,315,572,914,3,3,0
743,13,14,315,595,937,3,3,0
744,13,14,312,628,967,3,3,0
745,13,13,282,591,899,3,3,0
746,13,13,261,573,860,3,3,0
747,19,13,302,625,959,3,3,0
748,19,14,294,600,927,3,3,0
749,14,16,295,602,927,3,3,0
750,13,14,321,621,969,3,3,0
751,13,14,318,629,974,3,3,0
752,12,13,303,497,825,3,3,0
753,13,13,374,500,900,3,3,0
754,12,13,351,519,895,3,3,0
755,12,13,282,623,930,3,3,0
756,12,13,321,591,937,3,3,0
757,13,13,320,626,972,3,3,0
758,19,18,293,558,888,3,3,0
759,20,16,271,568,875,3,3,0
760,19,14,297,552,882,3,3,0
761,13,13,344,523,893,3,3,0
762,20,16,286,632,954,3,3,0
763,13,14,339,562,928,3,3,0
764,13,14,316,578,921,3,3,0
765,14,16,329,498,857,3,3,0
766,13,14,276,596,899,3,3,0
767,13,15,257,668,953,3,3,0
768,14,15,299,562,890,3,3,0
769,13,14,309,632,968,3,3,0
770,14,15,294,553,876,3,3,0
771,14,16,277,629,936,3,3,0
772,13,15,321,512,861,3,3,0
